,date,state,positive,negative,positiveIncrease,negativeIncrease,death,deathIncrease,totalTestResultsIncrease,totalTestResults,recovered,Percentage,Active Cases
7018,20200426,KS,3174.0,23053.0,118,910,118.0,1,1028,26227.0,0.0,11.48%,3174.0
7034,20200426,NJ,109038.0,114106.0,3515,5943,7270.0,101,9458,223144.0,0.0,37.16%,109038.0
7074,20200425,KS,3056.0,22143.0,279,1332,117.0,6,1611,25199.0,0.0,17.32%,3056.0
7090,20200425,NJ,105523.0,108163.0,3327,4397,7169.0,280,7724,213686.0,0.0,43.07%,105523.0
7130,20200424,KS,2777.0,20811.0,295,1975,111.0,-1,2270,23588.0,0.0,13.00%,2777.0
7146,20200424,NJ,102196.0,103766.0,2207,3607,6889.0,279,5814,205962.0,0.0,37.96%,102196.0
7186,20200423,KS,2482.0,18836.0,271,844,112.0,2,1115,21318.0,0.0,24.30%,2482.0
7202,20200423,NJ,99989.0,100159.0,4124,4365,6610.0,332,8489,200148.0,0.0,48.58%,99989.0
7242,20200422,KS,2211.0,17992.0,186,916,110.0,3,1102,20203.0,0.0,16.88%,2211.0
7258,20200422,NJ,95865.0,95794.0,3478,3355,6278.0,343,6833,191659.0,0.0,50.90%,95865.0
7298,20200421,KS,2025.0,17076.0,39,301,107.0,7,340,19101.0,0.0,11.47%,2025.0
7314,20200421,NJ,92387.0,92439.0,3581,3188,5935.0,414,6769,184826.0,0.0,52.90%,92387.0
7354,20200420,KS,1986.0,16775.0,137,494,100.0,8,631,18761.0,0.0,21.71%,1986.0
7370,20200420,NJ,88806.0,89251.0,3505,3864,5521.0,208,7369,178057.0,0.0,47.56%,88806.0
7410,20200419,KS,1849.0,16281.0,59,395,92.0,6,454,18130.0,0.0,13.00%,1849.0
7426,20200419,NJ,85301.0,85387.0,3881,4271,5313.0,171,8152,170688.0,0.0,47.61%,85301.0
7466,20200418,KS,1790.0,15886.0,85,690,86.0,2,775,17676.0,0.0,10.97%,1790.0
7482,20200418,NJ,81420.0,81116.0,2953,2134,5142.0,286,5087,162536.0,0.0,58.05%,81420.0
7522,20200417,KS,1705.0,15196.0,117,662,84.0,4,779,16901.0,0.0,15.02%,1705.0
7538,20200417,NJ,78467.0,78982.0,3150,2469,4856.0,365,5619,157449.0,0.0,56.06%,78467.0
7578,20200416,KS,1588.0,14534.0,94,1360,80.0,4,1454,16122.0,0.0,6.46%,1588.0
7594,20200416,NJ,75317.0,76513.0,4287,3522,4491.0,421,7809,151830.0,0.0,54.90%,75317.0
7634,20200415,KS,1494.0,13174.0,68,453,76.0,7,521,14668.0,0.0,13.05%,1494.0
7650,20200415,NJ,71030.0,72991.0,2206,2041,4070.0,409,4247,144021.0,0.0,51.94%,71030.0
7690,20200414,KS,1426.0,12721.0,50,233,69.0,7,283,14147.0,0.0,17.67%,1426.0
7706,20200414,NJ,68824.0,70950.0,4240,6065,3661.0,411,10305,139774.0,0.0,41.15%,68824.0
7746,20200413,KS,1376.0,12488.0,39,572,62.0,6,611,13864.0,0.0,6.38%,1376.0
7762,20200413,NJ,64584.0,64885.0,2734,0,3250.0,165,2734,129469.0,0.0,100.00%,64584.0
7802,20200412,KS,1337.0,11916.0,69,841,56.0,1,910,13253.0,0.0,7.58%,1337.0
7818,20200412,NJ,61850.0,64885.0,3699,2843,3085.0,240,6542,126735.0,0.0,56.54%,61850.0
7858,20200411,KS,1268.0,11075.0,102,827,55.0,5,929,12343.0,0.0,10.98%,1268.0
7874,20200411,NJ,58151.0,62042.0,3563,3107,2845.0,324,6670,120193.0,0.0,53.42%,58151.0
7914,20200410,KS,1166.0,10248.0,60,579,50.0,8,639,11414.0,0.0,9.39%,1166.0
7930,20200410,NJ,54588.0,58935.0,3561,2770,2521.0,285,6331,113523.0,682.0,56.25%,53906.0
7970,20200409,KS,1106.0,9669.0,60,532,42.0,4,592,10775.0,0.0,10.14%,1106.0
7986,20200409,NJ,51027.0,56165.0,3590,3186,2236.0,267,6776,107192.0,0.0,52.98%,51027.0
8026,20200408,KS,1046.0,9137.0,146,523,38.0,11,669,10183.0,0.0,21.82%,1046.0
8042,20200408,NJ,47437.0,52979.0,3021,2421,1969.0,338,5442,100416.0,0.0,55.51%,47437.0
8082,20200407,KS,900.0,8614.0,55,375,27.0,2,430,9514.0,0.0,12.79%,900.0
8098,20200407,NJ,44416.0,50558.0,3326,2616,1631.0,297,5942,94974.0,0.0,55.97%,44416.0
8138,20200406,KS,845.0,8239.0,98,763,25.0,3,861,9084.0,0.0,11.38%,845.0
8154,20200406,NJ,41090.0,47942.0,3585,3281,1334.0,150,6866,89032.0,0.0,52.21%,41090.0
8194,20200405,KS,747.0,7476.0,49,596,22.0,1,645,8223.0,0.0,7.60%,747.0
8210,20200405,NJ,37505.0,44661.0,3381,3429,1184.0,126,6810,82166.0,0.0,49.65%,37505.0
8250,20200404,KS,698.0,6880.0,78,426,21.0,4,504,7578.0,0.0,15.48%,698.0
8266,20200404,NJ,34124.0,41232.0,4229,3624,1058.0,242,7853,75356.0,0.0,53.85%,34124.0
8306,20200403,KS,620.0,6454.0,68,395,17.0,4,463,7074.0,0.0,14.69%,620.0
8322,20200403,NJ,29895.0,37608.0,4305,4088,816.0,136,8393,67503.0,0.0,51.29%,29895.0
8362,20200402,KS,552.0,6059.0,70,648,13.0,3,718,6611.0,0.0,9.75%,552.0
8378,20200402,NJ,25590.0,33520.0,3335,3133,680.0,205,6468,59110.0,0.0,51.56%,25590.0
8418,20200401,KS,482.0,5411.0,54,415,10.0,1,469,5893.0,0.0,11.51%,482.0
8434,20200401,NJ,22255.0,30387.0,3559,3310,475.0,110,6869,52642.0,0.0,51.81%,22255.0
8474,20200331,KS,428.0,4996.0,60,442,9.0,1,502,5424.0,0.0,11.95%,428.0
8490,20200331,NJ,18696.0,27077.0,2060,1853,365.0,98,3913,45773.0,0.0,52.65%,18696.0
8530,20200330,KS,368.0,4554.0,49,360,8.0,2,409,4922.0,0.0,11.98%,368.0
8546,20200330,NJ,16636.0,25224.0,3250,3008,267.0,49,6258,41860.0,0.0,51.93%,16636.0
8586,20200329,KS,319.0,4194.0,58,523,6.0,1,581,4513.0,0.0,9.98%,319.0
8602,20200329,NJ,13386.0,22216.0,2262,2830,218.0,26,5092,35602.0,0.0,44.42%,13386.0
8642,20200328,KS,261.0,3671.0,59,442,5.0,1,501,3932.0,0.0,11.78%,261.0
8658,20200328,NJ,11124.0,19386.0,2299,2839,192.0,51,5138,30510.0,0.0,44.75%,11124.0
8698,20200327,KS,202.0,3229.0,34,360,4.0,1,394,3431.0,0.0,8.63%,202.0
8714,20200327,NJ,8825.0,16547.0,1949,2886,141.0,32,4835,25372.0,0.0,40.31%,8825.0
8754,20200326,KS,168.0,2869.0,42,509,3.0,0,551,3037.0,0.0,7.62%,168.0
8770,20200326,NJ,6876.0,13661.0,2474,3209,109.0,28,5683,20537.0,0.0,43.53%,6876.0
8810,20200325,KS,126.0,2360.0,28,274,3.0,1,302,2486.0,0.0,9.27%,126.0
8826,20200325,NJ,4402.0,10452.0,727,2127,81.0,21,2854,14854.0,0.0,25.47%,4402.0
8866,20200324,KS,98.0,2086.0,16,1669,2.0,0,1685,2184.0,0.0,0.95%,98.0
8882,20200324,NJ,3675.0,8325.0,831,7966,60.0,20,8797,12000.0,0.0,9.45%,3675.0
8922,20200323,KS,82.0,417.0,18,0,2.0,0,18,499.0,0.0,100.00%,82.0
8938,20200323,NJ,2844.0,359.0,930,32,40.0,11,962,3203.0,0.0,96.67%,2844.0
8978,20200322,KS,64.0,417.0,9,0,2.0,0,9,481.0,0.0,100.00%,64.0
8994,20200322,NJ,1914.0,327.0,587,33,29.0,7,620,2241.0,0.0,94.68%,1914.0
9034,20200321,KS,55.0,417.0,11,0,2.0,1,11,472.0,0.0,100.00%,55.0
9050,20200321,NJ,1327.0,294.0,437,30,22.0,6,467,1621.0,0.0,93.58%,1327.0
9090,20200320,KS,44.0,417.0,10,0,1.0,0,10,461.0,0.0,100.00%,44.0
9106,20200320,NJ,890.0,264.0,148,54,16.0,3,202,1154.0,0.0,73.27%,890.0
9146,20200319,KS,34.0,417.0,18,0,1.0,0,18,451.0,0.0,100.00%,34.0
9162,20200319,NJ,742.0,210.0,315,20,13.0,6,335,952.0,0.0,94.03%,742.0
9202,20200318,KS,16.0,417.0,1,35,1.0,0,36,433.0,0.0,2.78%,16.0
9218,20200318,NJ,427.0,190.0,160,27,7.0,3,187,617.0,0.0,85.56%,427.0
9258,20200317,KS,15.0,382.0,4,216,1.0,0,220,397.0,0.0,1.82%,15.0
9274,20200317,NJ,267.0,163.0,89,43,4.0,2,132,430.0,0.0,67.42%,267.0
9314,20200316,KS,11.0,166.0,3,31,1.0,0,34,177.0,0.0,8.82%,11.0
9330,20200316,NJ,178.0,120.0,80,0,2.0,0,80,298.0,0.0,100.00%,178.0
9368,20200315,KS,8.0,135.0,2,42,1.0,0,44,143.0,0.0,4.55%,8.0
9383,20200315,NJ,98.0,120.0,48,23,2.0,1,71,218.0,0.0,67.61%,98.0
9419,20200314,KS,6.0,93.0,0,0,1.0,1,0,99.0,0.0,0.00%,6.0
9434,20200314,NJ,50.0,97.0,0,0,1.0,0,0,147.0,0.0,0.00%,50.0
9470,20200313,KS,6.0,93.0,2,52,0.0,0,54,99.0,0.0,3.70%,6.0
9485,20200313,NJ,50.0,97.0,20,23,1.0,0,43,147.0,0.0,46.51%,50.0
9521,20200312,KS,4.0,41.0,3,0,0.0,0,3,45.0,0.0,100.00%,4.0
9536,20200312,NJ,30.0,74.0,6,17,1.0,0,23,104.0,0.0,26.09%,30.0
9572,20200311,KS,1.0,41.0,0,24,0.0,0,24,42.0,0.0,0.00%,1.0
9586,20200311,NJ,24.0,57.0,9,13,1.0,1,22,81.0,0.0,40.91%,24.0
9622,20200310,KS,1.0,17.0,0,6,0.0,0,6,18.0,0.0,0.00%,1.0
9636,20200310,NJ,15.0,44.0,4,9,0.0,0,13,59.0,0.0,30.77%,15.0
9672,20200309,KS,1.0,11.0,0,0,0.0,0,0,12.0,0.0,0.00%,1.0
9686,20200309,NJ,11.0,35.0,5,4,0.0,0,9,46.0,0.0,55.56%,11.0
9722,20200308,KS,1.0,11.0,1,0,0.0,0,1,12.0,0.0,100.00%,1.0
9736,20200308,NJ,6.0,31.0,2,31,0.0,0,33,37.0,0.0,6.06%,6.0
9772,20200307,KS,0.0,11.0,0,7,0.0,0,7,11.0,0.0,0.00%,0.0
9786,20200307,NJ,4.0,0.0,3,0,0.0,0,3,4.0,0.0,100.00%,4.0
9818,20200306,KS,0.0,4.0,0,0,0.0,0,0,4.0,0.0,0.00%,0.0
9826,20200306,NJ,1.0,0.0,0,0,0.0,0,0,1.0,0.0,0.00%,1.0
9854,20200305,NJ,1.0,0.0,1,0,0.0,0,1,1.0,0.0,100.00%,1.0
9874,20200304,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9883,20200303,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9887,20200302,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9891,20200301,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9894,20200229,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9896,20200228,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9898,20200227,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9900,20200226,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9902,20200225,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9904,20200224,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9906,20200223,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9908,20200222,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9910,20200221,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9912,20200220,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9914,20200219,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9916,20200218,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9918,20200217,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9920,20200216,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9922,20200215,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9924,20200214,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9926,20200213,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9928,20200212,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9930,20200211,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
9932,20200210,NJ,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.00%,0.0
